PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
519932850,https://twitter.com/realDonaldTrump/status/1925201677914603580,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105069967,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}",https://t.co/ZuagVWL4KS, ,no longer populated,,2025-05-21T14:47:03.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSDZkTEQ0PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3f4fb9191100c9f6b694f5478b3121d933b31c0c/post-14001198-519932850-thumbnail,188821,22082,12810,14298838,,
518404723,https://twitter.com/realDonaldTrump/status/1924523182909747657,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105068686,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}",https://t.co/q5CPyHZkLD, ,no longer populated,,2025-05-19T17:50:57.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQUNKL0QwPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--13f894e05b3c4c7639eb5cbc38d12edb4665e986/post-14001198-518404723-thumbnail,473783,66946,35143,53986819,,
517096897,https://twitter.com/realDonaldTrump/status/1923793436068487574,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105069152,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}",🇦🇪🇺🇸 https://t.co/7fRFm4zCL5, ,no longer populated,,2025-05-17T17:31:12.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCT2tiMEQwPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--66292c135a5e7f3dc2d5651e78b8e2bcf9b5df1b/post-14001198-517096897-thumbnail,192385,27252,13141,34363486,,
517096863,https://twitter.com/realDonaldTrump/status/1923793069138178293,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105070541,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}",🇶🇦🇺🇸 https://t.co/v1NwTQPWLO, ,no longer populated,,2025-05-17T17:29:44.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSzRiMEQwPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fe435209f4be29de14f4f8ffcaf5a16e1cf846ab/post-14001198-517096863-thumbnail,329587,46095,13966,50823529,,
517096839,https://twitter.com/realDonaldTrump/status/1923792625028497464,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105071338,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}",🇸🇦🇺🇸 https://t.co/i5cRnVmaFv, ,no longer populated,,2025-05-17T17:27:58.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSUliMEQwPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5e16e61f42d746f71ee8404d60cf12c3c3727a17/post-14001198-517096839-thumbnail,337098,49284,12009,46254051,,
516224256,https://twitter.com/realDonaldTrump/status/1923432648103333919,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105069152,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}","THE SUPREME COURT IS BEING PLAYED BY THE RADICAL LEFT LOSERS, WHO HAVE NO SUPPORT, THE PUBLIC HATES THEM, AND THEIR ONLY HOPE IS THE INTIMIDATION OF THE COURT, ITSELF. WE CAN’T LET THAT HAPPEN TO OUR COUNTRY!", ,no longer populated,,2025-05-16T17:37:33.000Z,post data removed,,337237,52918,31960,49413085,,
516211192,https://twitter.com/realDonaldTrump/status/1923427418913616200,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105069703,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}","Republicans MUST UNITE behind, “THE ONE, BIG BEAUTIFUL BILL!” Not only does it cut Taxes for ALL Americans, but it will kick millions of Illegal Aliens off of Medicaid to PROTECT it for those who are the ones in real need. The Country will suffer greatly without this Legislation, with their Taxes going up 65%. It will be blamed on the Democrats, but that doesn’t help our Voters. We don’t need “GRANDSTANDERS” in the Republican Party. STOP TALKING, AND GET IT DONE! It is time to fix the MESS that Biden and the Democrats gave us. Thank you for your attention to this matter!", ,no longer populated,,2025-05-16T17:16:46.000Z,post data removed,,242394,42926,18602,34380980,,
513601932,https://twitter.com/realDonaldTrump/status/1922347924987474196,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105069152,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}",https://t.co/DskIpIscnd, ,no longer populated,,2025-05-13T17:47:15.000Z,post data removed,,150818,30964,15773,30966965,,
512311644,https://twitter.com/realDonaldTrump/status/1921911904429088892,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105069152,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}",https://t.co/9uLRtPVKpp, ,no longer populated,,2025-05-12T12:54:40.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSXQyUUQwPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--03997a7bff4c871648f0a9ab5c597b28e11b1c71/post-14001198-512311644-thumbnail,463927,57205,27408,67349846,,
512311652,https://twitter.com/realDonaldTrump/status/1921911844026954234,,Twitter,14001198,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":105069152,""following_count"":53,""like_count"":null,""post_count"":59767,""views_count"":null,""comment_count"":null,""share_count"":null}",https://t.co/1Y5vg9zbEx, ,no longer populated,,2025-05-12T12:54:25.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSmgyUUQwPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2f3a8bbf6583272ed989868ad118050bdfddb3f1/post-14001198-512311652-thumbnail,289051,41171,27043,50918892,,
