PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
520018488,https://truthsocial.com/@realDonaldTrump/114546179179880201,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}",<p></p>, ,no longer populated,,2025-05-21T13:59:46.023Z,post data removed,,23779,5443,2422,0,,
519585071,https://truthsocial.com/@realDonaldTrump/114543931935991795,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}",<p></p>, ,no longer populated,,2025-05-21T04:28:15.800Z,post data removed,,18609,5864,1321,0,,
519585073,https://truthsocial.com/@realDonaldTrump/114542709133462503,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}","<p>I am pleased to announce that Darryl Nirenberg will serve as the next United States Ambassador to Romania. Darryl has 40 years of Foreign Policy experience, including as Counsel to the Senate Foreign Relations Committee. A proud graduate of Colgate University, and the George Washington University School of Law, Darryl has been, and will continue to be, a tireless fighter for my America First Agenda. He will help us strengthen our ties with Romania, support our Military partnership, and promote and defend America’s Economic and Security Interests abroad. Congratulations Darryl!</p>", ,no longer populated,,2025-05-20T23:17:17.363Z,post data removed,,16928,3249,923,0,,
519585080,https://truthsocial.com/@realDonaldTrump/114542311288675919,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}",<p></p>, ,no longer populated,,2025-05-20T21:36:06.687Z,post data removed,,19118,4674,835,0,,
519585086,https://truthsocial.com/@realDonaldTrump/114542283062246748,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}",<p></p>, ,no longer populated,,2025-05-20T21:28:55.984Z,post data removed,,18093,4556,1012,0,,
519585090,https://truthsocial.com/@realDonaldTrump/114541917095503331,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}","<p>We must maintain our status as the Worldwide Leader in WiFi, 5G, and 6G, connecting every American to the World’s BEST Networks, while also keeping everyone safe. We can do both at the same time. Bottom line, I am going to free up plenty of SPECTRUM for auction, so Congress must put 600 MHz in “THE ONE, BIG, BEAUTIFUL BILL.” Let’s make sure all options are on the table. Never bet against American Ingenuity. MAKE AMERICA GREAT AGAIN!</p>", ,no longer populated,,2025-05-20T19:55:51.820Z,post data removed,,25349,5702,1681,0,,
519585097,https://truthsocial.com/@realDonaldTrump/114541915757167539,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}","<p>Joe Biden was not for Open Borders, he never talked about Open Borders, where criminals of all kinds, shapes, and sizes, can flow into our Country at will. It wasn’t his idea to Open the Border, and almost destroy our Country, and cost us Hundreds of Billions of Dollars to get criminals out of our Country, and go through the process we are going through now. It was the people that knew he was cognitively impaired, and that took over the Autopen. They stole the Presidency of the United States, and put us in Great Danger. This is TREASON at the Highest Level! They did it to destroy our Country. The Joe Biden that everybody knew would never allow drug dealers, gang members, and the mentally insane to come into our Country totally unchecked and unvetted. All anyone has to do is look up his record. Something very severe should happen to these Treasonous Thugs that wanted to destroy our Country, but couldn’t, because I came along. MAKE AMERICA GREAT AGAIN!</p>", ,no longer populated,,2025-05-20T19:55:31.398Z,post data removed,,61683,16474,6713,0,,
519235176,https://truthsocial.com/@realDonaldTrump/114540693693051240,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}",<p></p>, ,no longer populated,,2025-05-20T14:44:44.134Z,post data removed,,20757,5064,2209,0,,
519235182,https://truthsocial.com/@realDonaldTrump/114540150008777841,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}","<p>Senator Roger Marshall was FANTASTIC this morning on Fox Business, as interviewed by MariaB! The GREAT people of Kansas are lucky to have him!!!</p>", ,no longer populated,,2025-05-20T12:26:28.217Z,post data removed,,19093,3575,915,0,,
519235187,https://truthsocial.com/@realDonaldTrump/114538313905174630,,TruthSocial,8307693,Donald J. Trump,blank_for_now,blank_for_now,"{""follower_count"":9786052,""following_count"":72,""like_count"":317670009,""post_count"":26907,""views_count"":0,""comment_count"":20367764,""share_count"":83223453}","<p><a href=""https://www.youtube.com/live/VxX6NGl-kB8?si=6_ugbZv8sSFMTinl"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">youtube.com/live/VxX6NGl-kB8?s</span><span class=""invisible"">i=6_ugbZv8sSFMTinl</span></a></p>", ,no longer populated,,2025-05-20T04:39:31.452Z,post data removed,,16588,3414,905,0,,
